PBI-###,Type,Title,Description,AcceptanceCriteria,ReqIDs,NFR_Tags,StoryPoints,Priority,Owner,Sprint,Status,Dependencies,Notes
PBI-353,Task,Do add escrow backend tests,"Add tests for valid, invalid, unauthorized, duplicate, audit event, anchor success/failure.","Given tests run, escrow first-slice paths are covered. | Given anchor failure occurs, base escrow behavior remains safe.",R06,Quality;Audit;Reliability,2,P0,QA Lead,Sprint 6,Completed,PBI-346,"Evidence target: PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-354,Task,Do validate escrow backend first slice,Validate backend escrow build/test/evidence.,"Given validation runs, build and tests pass. | Given evidence is reviewed, escrow backend first-slice behavior is recorded.",R06,Quality;Audit;Documentation,1,P0,QA Lead,Sprint 6,Completed,PBI-346,"Evidence target: PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-355,Story,"As a buyer or auditor, I want to view escrow status and blockchain proof, so that the smart-contract workflow is visible",Implement escrow UI first slice.,"Given escrowCreated state exists, escrow status and proof state are visible. | Given no real proof exists, UI does not fabricate Fabric transaction details.",R06;R17,Usability;Audit;Security;Accessibility,3,P0,Frontend Engineer,Sprint 6,Completed,PBI-006;PBI-333;PBI-346,"Stretch after proof UI. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-356,Task,Do define escrow UI flow,Define buyer and auditor escrow paths.,"Given UI flow is reviewed, buyer/auditor paths are explicit. | Given labels are reviewed, product labels are used.",R06;R17,Usability;Documentation,1,P0,Frontend Engineer,Sprint 6,Completed,PBI-355,"Update FRONTEND_PRODUCT_JOURNEY.md if needed. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-357,Task,Do implement EscrowOverviewPage,Implement escrow status overview page.,"Given page renders, escrowCreated state is visible. | Given no data exists, safe empty state is shown.",R06;R17,Usability;Accessibility,2,P0,Frontend Engineer,Sprint 6,Completed,PBI-355,"Files: src/frontend/pages/EscrowOverviewPage.tsx. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-358,Task,Do add escrow route/dashboard entry,Add role-aware Escrow navigation entry.,"Given buyer role opens dashboard, Escrow entry is visible. | Given unauthorized role opens dashboard, entry is hidden or blocked.",R06;R17,Security;Usability;Accessibility,2,P0,Frontend Engineer,Sprint 6,Completed,PBI-355;PBI-282,"Product label: Escrow. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-359,Task,Do add BlockchainProofPanel to escrow page,Show proof panel for escrowCreated event.,"Given escrow proof metadata exists, proof panel renders it. | Given proof missing, notAnchored state is shown.",R06;R17;R05,Usability;Audit;Security,2,P0,Frontend Engineer,Sprint 6,Completed,PBI-355;PBI-333,"Reuse BlockchainProofPanel. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-360,Task,Do validate escrow UI,Validate escrow UI demo path and frontend build.,"Given validation runs, buyer/auditor escrow path is recorded. | Given frontend build runs, it passes.",R06;R17,Quality;Audit;Documentation,1,P0,QA Lead,Sprint 6,Completed,PBI-355,"Evidence target: PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Status reconciled on 2026-05-26: Planned -> Completed; evidence: docs/evidence/qa/PBI-006_ESCROW_FIRST_SLICE_VALIDATION.md. Scope grooming 2026-05-26: Completed for supervisor-demo MVP escrow first-slice scope; post-MVP release, settlement, dispute, and production escrow hardening remain under PBI-006 and PBI-192 to PBI-203 unless narrowed."
PBI-361,Feature,Complete actor-ready deployment MVP,Complete all mandatory actor workflows for supervisor-ready deployment demo,All mandatory actors can sign in reach role-specific workflow complete primary action and produce validation evidence,R02;R03;R05;R06;R07;R15;R17;R20;R22,Maintainability;Documentation,13,P0,Product Owner,Sprint 7,Completed,PBI-263;PBI-282;PBI-296;PBI-309;PBI-323;PBI-333;PBI-006,Parent: Release MVP. Epic: Actor-ready deployment MVP. Actor: All. Deployment relevance: mandatory. Source: docs/sprint-planning/DEPLOYMENT_READY_MVP_ROADMAP.md. Existing notes: Parent epic for actor completion and deployment readiness. Status reconciled on 2026-05-26: Active -> Completed; evidence: docs/evidence/qa/ACTOR_UAT_RESULTS.md; docs/evidence/qa/RELEASE_VALIDATION_RESULTS.md.
PBI-362,Task,Lock MVP actor scope and source references,Update planning docs so MVP and post-MVP boundaries are explicit,Scope matrix lists mandatory should-have stretch and post-MVP work with ReqID and source references,All,Maintainability;Documentation,1,P0,Scrum Master,Sprint 7,Completed,None,Parent: PBI-361. Epic: Scope and documentation lock. Actor: Product Owner;Scrum Master. Deployment relevance: mandatory. Source: docs/report/srs-v3.tex;docs/proposals/business_proposal_digital_procurement_pls_seedbed.tex. Existing notes: Wave 0 scope lock recorded in docs/evidence/qa/PBI-361_DEPLOYMENT_SCOPE_LOCK_VALIDATION.md.
PBI-363,Task,Reconcile Sprint 6 backlog and evidence status,Review PBI-263 to PBI-360 and align planning notes with validation evidence,Implemented Sprint 6 items have traceable evidence notes and remaining gaps are listed,R05;R06;R17;R22,Audit;Compliance;Maintainability,1,P0,QA Lead,Sprint 7,Completed,PBI-263;PBI-360,Parent: PBI-361. Epic: Backlog reconciliation. Actor: Scrum Master;QA. Deployment relevance: mandatory. Source: backlog/backlog.csv;docs/evidence/qa. Existing notes: Wave 0 evidence map recorded without rewriting existing closure evidence.
PBI-364,Feature,Complete administrator member and RBAC workflow,Provide product-facing admin workflow for member organizations roles assignments and access history,Administrator can manage organizations roles assignments and status while unauthorized roles are blocked,R03;R17;R22,Security;Audit;Compliance,8,P0,Frontend Engineer,Sprint 7,Completed,PBI-003;PBI-017;PBI-022;PBI-253,Parent: PBI-361. Epic: Administrator workflow. Actor: Administrator. Deployment relevance: mandatory. Source: docs/contracts/API_CONTRACTS.md;docs/architecture/STATE_MODELS.md. Existing notes: Existing backend capabilities need visible UI flow.
PBI-365,Story,Admin dashboard,Create administrator dashboard with governance summaries and action entry points,Login as administrator opens admin dashboard with Members Roles and Access History actions,R03;R17;R22,Maintainability;Documentation,3,P0,Frontend Engineer,Sprint 7,Completed,PBI-364;PBI-253,Parent: PBI-364. Epic: Administrator workflow. Actor: Administrator. Deployment relevance: mandatory. Source: docs/architecture/FRONTEND_PRODUCT_JOURNEY.md. Existing notes: No PBI labels in product UI.
PBI-366,Task,Add administrator demo role,Add administrator to demo account catalogue and dashboard resolver,Administrator demo login resolves to admin navigation and non-admins cannot access admin route,R03;R17,Security;Audit;Compliance,2,P0,Frontend Engineer,Sprint 7,Completed,PBI-253;PBI-263;PBI-365,Parent: PBI-364. Epic: Administrator workflow. Actor: Administrator. Deployment relevance: mandatory. Source: docs/contracts/AUTH_SESSION_CONTRACT.md. Existing notes: Backend authorization remains authoritative.
PBI-367,Task,Member organization list page,Implement member organization list with status filtering and safe metadata,Admin can view organizations by status and list does not expose raw KYC documents,R03;R22,Maintainability;Documentation,2,P0,Frontend Engineer,Sprint 7,Completed,PBI-003;PBI-365,Parent: PBI-364. Epic: Administrator workflow. Actor: Administrator. Deployment relevance: mandatory. Source: docs/architecture/STATE_MODELS.md. Existing notes: Use product labels Members and Status.
PBI-368,Task,Member organization detail page,Implement detail view for organization users roles status and history link,Admin sees organization status users roles and access-history link with blocked states,R03;R22,Maintainability;Documentation,2,P0,Frontend Engineer,Sprint 7,Completed,PBI-367,Parent: PBI-364. Epic: Administrator workflow. Actor: Administrator. Deployment relevance: mandatory. Source: docs/contracts/API_CONTRACTS.md. Existing notes: Must reflect pendingReview active inactive suspended deleted.
PBI-369,Task,Role assignment UI,Implement assign revoke and change role user interface,Admin can assign or revoke roles and invalid assignments show approved error envelope,R03;R22,Security;Audit;Compliance,3,P0,Frontend Engineer,Sprint 7,Completed,PBI-003;PBI-253;PBI-368,Parent: PBI-364. Epic: Administrator workflow. Actor: Administrator. Deployment relevance: mandatory. Source: docs/contracts/API_CONTRACTS.md. Existing notes: Consumes existing RBAC backend.
PBI-370,Task,Organization status actions,Add suspend reactivate deactivate UI actions where backend supports them,Allowed status transitions work and disallowed transitions are blocked and audited,R03;R22,Maintainability;Documentation,3,P0,Backend Engineer;Frontend Engineer,Sprint 7,Completed,PBI-368;PBI-022,Parent: PBI-364. Epic: Administrator workflow. Actor: Administrator. Deployment relevance: mandatory. Source: docs/architecture/STATE_MODELS.md. Existing notes: No hard delete in MVP UI.
PBI-371,QA,Admin UAT and evidence,Validate admin role access and member governance workflow,Evidence records admin happy path unauthorized access denial and status handling,R03;R22,Audit;Compliance;Maintainability,1,P0,QA Lead,Sprint 7,Completed,PBI-365;PBI-366;PBI-367;PBI-368;PBI-369;PBI-370,Parent: PBI-364. Epic: Administrator workflow. Actor: Administrator. Deployment relevance: mandatory. Source: docs/evidence/qa. Existing notes: Actor-flow closure evidence.
PBI-372,Feature,Complete buyer and supplier order workflow,Add visible order flow before escrow so escrow is not floating,Buyer can create/view order supplier can acknowledge accepted order and buyer can link accepted order to escrow,R05;R06;R17;R18;R22,Maintainability;Documentation,13,P0,Backend Engineer;Frontend Engineer,Sprint 7,Completed,PBI-005;PBI-006;PBI-017;PBI-253,Parent: PBI-361. Epic: Procurement and supplier workflow. Actor: Buyer;SME / Supplier. Deployment relevance: mandatory. Source: docs/contracts/ESCROW_WORKFLOW_CONTRACT.md;docs/architecture/FRONTEND_PRODUCT_JOURNEY.md. Existing notes: Delivery evidence remains metadata-only.
PBI-373,Story,Buyer order workspace,Create buyer Orders workspace and order detail route,Buyer sees order list order detail and create order action,R05;R06;R17,Maintainability;Documentation,3,P0,Frontend Engineer,Sprint 7,Completed,PBI-372,Parent: PBI-372. Epic: Procurement and supplier workflow. Actor: Buyer. Deployment relevance: mandatory. Source: docs/architecture/FRONTEND_PRODUCT_JOURNEY.md. Existing notes: Route label Orders.
PBI-374,Task,Procurement order domain model,Add order states parties references and persistence seam,Order model represents draft submitted accepted linkedEscrow and audited metadata,R05;R06;R22,Maintainability;Documentation,3,P0,Backend Engineer,Sprint 7,Completed,PBI-005;PBI-296,Parent: PBI-372. Epic: Procurement and supplier workflow. Actor: Buyer;Supplier. Deployment relevance: mandatory. Source: docs/report/srs-v3.tex. Existing notes: Keep domain DB-library independent.
PBI-375,Task,Order create get list API,Expose order endpoints with standard envelope and trusted actor context,Buyer can create and list orders supplier sees only assigned orders,R05;R06;R22,Maintainability;Documentation,3,P0,Backend Engineer,Sprint 7,Completed,PBI-374;PBI-253,Parent: PBI-372. Epic: Procurement and supplier workflow. Actor: Buyer. Deployment relevance: mandatory. Source: docs/contracts/API_CONTRACTS.md. Existing notes: No client-authored actor source.
PBI-376,Story,Supplier received orders,Create supplier dashboard route for received orders,Supplier sees assigned order list and cannot view unrelated buyer orders,R05;R17;R22,Maintainability;Documentation,3,P0,Frontend Engineer,Sprint 7,Completed,PBI-375;PBI-253,Parent: PBI-372. Epic: Procurement and supplier workflow. Actor: SME / Supplier. Deployment relevance: mandatory. Source: docs/architecture/FRONTEND_PRODUCT_JOURNEY.md. Existing notes: Actor route is supplier-specific.
PBI-377,Task,Supplier order acknowledgment,Implement supplier accept or acknowledge order action,Accepted order status is recorded and emits lifecycle audit event,R05;R06;R22,Maintainability;Documentation,3,P0,Backend Engineer;Frontend Engineer,Sprint 7,Completed,PBI-375;PBI-376;PBI-005,Parent: PBI-372. Epic: Procurement and supplier workflow. Actor: SME / Supplier. Deployment relevance: mandatory. Source: docs/contracts/TRANSACTION_HISTORY_CONTRACT.md. Existing notes: Accepted order emits lifecycle evidence.
PBI-378,Task,Link accepted order to escrow,Require accepted order reference for escrow creation where possible,Escrow creation uses accepted order or explicit demo order reference and duplicate active escrow is rejected,R06;R22,Maintainability;Documentation,2,P0,Backend Engineer,Sprint 7,Completed,PBI-006;PBI-377,Parent: PBI-372. Epic: Procurement and supplier workflow. Actor: Buyer. Deployment relevance: mandatory. Source: docs/contracts/ESCROW_WORKFLOW_CONTRACT.md. Existing notes: Frontend passes accepted order reference.
